;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05/08/2020 17:22:50
;----------------------------------------------

;Address Opcode 	ASM
0x1C46	0x2A03      	INCF        R3, 1, 0
;__Lib_Math.c,1054 :: 		
0x1C48	0x1E08      	COMF        R8, 1, 0
;__Lib_Math.c,1055 :: 		
0x1C4A	0x1E09      	COMF        R9, 1, 0
;__Lib_Math.c,1056 :: 		
0x1C4C	0x1E0A      	COMF        R10, 1, 0
;__Lib_Math.c,1057 :: 		
0x1C4E	0x1E0B      	COMF        R11, 1, 0
;__Lib_Math.c,1058 :: 		
0x1C50	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,1059 :: 		
0x1C52	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1060 :: 		
0x1C54	0x2A09      	INCF        R9, 1, 0
;__Lib_Math.c,1061 :: 		
0x1C56	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1062 :: 		
0x1C58	0x2A0A      	INCF        R10, 1, 0
;__Lib_Math.c,1063 :: 		
0x1C5A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1064 :: 		
0x1C5C	0x2A0B      	INCF        R11, 1, 0
;__Lib_Math.c,1065 :: 		
0x1C5E	0xD044      	BRA         END_ALL
;__Lib_Math.c,1066 :: 		
C3232SX1:
;__Lib_Math.c,1069 :: 		
0x1C60	0xAE07      	BTFSS       R7, 7, 0
;__Lib_Math.c,1070 :: 		
0x1C62	0xD015      	BRA         C3232SX3
;__Lib_Math.c,1071 :: 		
0x1C64	0xBE03      	BTFSC       R3, 7, 0
;__Lib_Math.c,1072 :: 		
0x1C66	0xD00D      	BRA         C3232SX2
;__Lib_Math.c,1073 :: 		
0x1C68	0x5003      	MOVF        R3, 0, 0
;__Lib_Math.c,1074 :: 		
0x1C6A	0x6E0B      	MOVWF       R11, 0
;__Lib_Math.c,1075 :: 		
0x1C6C	0x5002      	MOVF        R2, 0, 0
;__Lib_Math.c,1076 :: 		
0x1C6E	0x6E0A      	MOVWF       R10, 0
;__Lib_Math.c,1077 :: 		
0x1C70	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,1078 :: 		
0x1C72	0x6E09      	MOVWF       R9, 0
;__Lib_Math.c,1079 :: 		
0x1C74	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,1080 :: 		
0x1C76	0x6E08      	MOVWF       R8, 0
;__Lib_Math.c,1081 :: 		
0x1C78	0x6A03      	CLRF        R3, 0
;__Lib_Math.c,1082 :: 		
0x1C7A	0x6A02      	CLRF        R2, 0
;__Lib_Math.c,1083 :: 		
0x1C7C	0x6A01      	CLRF        R1, 0
;__Lib_Math.c,1084 :: 		
0x1C7E	0x6A00      	CLRF        R0, 0
;__Lib_Math.c,1085 :: 		
0x1C80	0xD7D6      	BRA         C3232SOK
;__Lib_Math.c,1086 :: 		
C3232SX2:
;__Lib_Math.c,1087 :: 		
0x1C82	0x6A03      	CLRF        R3, 0
;__Lib_Math.c,1088 :: 		
0x1C84	0x6A02      	CLRF        R2, 0
;__Lib_Math.c,1089 :: 		
0x1C86	0x6A01      	CLRF        R1, 0
;__Lib_Math.c,1090 :: 		
0x1C88	0x6A00      	CLRF        R0, 0
;__Lib_Math.c,1091 :: 		
0x1C8A	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,1092 :: 		
0x1C8C	0x0C00      	RETLW       0
;__Lib_Math.c,1094 :: 		
C3232SX3:
;__Lib_Math.c,1095 :: 		
0x1C8E	0x1E03      	COMF        R3, 1, 0
;__Lib_Math.c,1096 :: 		
0x1C90	0x1E02      	COMF        R2, 1, 0
;__Lib_Math.c,1097 :: 		
0x1C92	0x1E01      	COMF        R1, 1, 0
;__Lib_Math.c,1098 :: 		
0x1C94	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,1100 :: 		
0x1C96	0x8E0C      	BSF         R12, 7, 0
;__Lib_Math.c,1101 :: 		
0x1C98	0xD7C6      	BRA         C3232S
;__Lib_Math.c,1102 :: 		
C3232SX4:
;__Lib_Math.c,1105 :: 		
0x1C9A	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,1106 :: 		
0x1C9C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1107 :: 		
0x1C9E	0x2A09      	INCF        R9, 1, 0
;__Lib_Math.c,1108 :: 		
0x1CA0	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1109 :: 		
0x1CA2	0x2A0A      	INCF        R10, 1, 0
;__Lib_Math.c,1110 :: 		
0x1CA4	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1111 :: 		
0x1CA6	0x2A0B      	INCF        R11, 1, 0
;__Lib_Math.c,1112 :: 		
0x1CA8	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,1113 :: 		
0x1CAA	0x5C08      	SUBWF       R8, 0, 0
;__Lib_Math.c,1114 :: 		
0x1CAC	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_Math.c,1115 :: 		
0x1CAE	0xD7BF      	BRA         C3232SOK
;__Lib_Math.c,1116 :: 		
0x1CB0	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1117 :: 		
0x1CB2	0x5C09      	SUBWF       R9, 0, 0
;__Lib_Math.c,1118 :: 		
0x1CB4	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_Math.c,1119 :: 		
0x1CB6	0xD7BB      	BRA         C3232SOK
;__Lib_Math.c,1120 :: 		
0x1CB8	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1121 :: 		
0x1CBA	0x5C0A      	SUBWF       R10, 0, 0
;__Lib_Math.c,1122 :: 		
0x1CBC	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_Math.c,1123 :: 		
0x1CBE	0xD7B7      	BRA         C3232SOK
;__Lib_Math.c,1124 :: 		
0x1CC0	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1125 :: 		
0x1CC2	0x5C0B      	SUBWF       R11, 0, 0
;__Lib_Math.c,1126 :: 		
0x1CC4	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_Math.c,1127 :: 		
0x1CC6	0xD7B3      	BRA         C3232SOK
;__Lib_Math.c,1128 :: 		
0x1CC8	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,1129 :: 		
0x1CCA	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,1130 :: 		
0x1CCC	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,1131 :: 		
0x1CCE	0x6A08      	CLRF        R8, 0
;__Lib_Math.c,1132 :: 		
0x1CD0	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,1133 :: 		
0x1CD2	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1134 :: 		
0x1CD4	0x2A01      	INCF        R1, 1, 0
;__Lib_Math.c,1135 :: 		
0x1CD6	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1136 :: 		
0x1CD8	0x2A02      	INCF        R2, 1, 0
;__Lib_Math.c,1137 :: 		
0x1CDA	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1138 :: 		
0x1CDC	0x2A03      	INCF        R3, 1, 0
;__Lib_Math.c,1139 :: 		
0x1CDE	0xAE03      	BTFSS       R3, 7, 0
;__Lib_Math.c,1140 :: 		
0x1CE0	0xD7A6      	BRA         C3232SOK
;__Lib_Math.c,1141 :: 		
0x1CE2	0x6A0E      	CLRF        R14, 0
;__Lib_Math.c,1142 :: 		
0x1CE4	0x880E      	BSF         R14, 4, 0
;__Lib_Math.c,1143 :: 		
0x1CE6	0x0CFF      	RETLW       255
;__Lib_Math.c,1144 :: 		
END_ALL:
;__Lib_Math.c,1145 :: 		
0x1CE8	0x6A0E      	CLRF        R14, 0
;__Lib_Math.c,1146 :: 		
0x1CEA	0xA00C      	BTFSS       R12, 0, 0
;__Lib_Math.c,1147 :: 		
0x1CEC	0xD002      	BRA         avoid_comfrem
;__Lib_Math.c,1150 :: 		
0x1CEE	0xF009ECB6  	CALL        _COMFREM, 0
;__Lib_Math.c,1152 :: 		
avoid_comfrem:
;__Lib_Math.c,1153 :: 		
0x1CF2	0x0F00      	ADDLW       0
;__Lib_Math.c,1155 :: 		
0x1CF4	0x0012      	RETURN      0
; end of _Div_32x32_S
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x1CF6	0xD010      	BRA         L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x1CF8	0x0E80      	MOVLW       128
0x1CFA	0x0102      	MOVLB       2
0x1CFC	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x1CFE	0xD01A      	BRA         L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x1D00	0x0EC0      	MOVLW       192
0x1D02	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x1D04	0xD017      	BRA         L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x1D06	0x0E94      	MOVLW       148
0x1D08	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x1D0A	0xD014      	BRA         L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x1D0C	0x0ED4      	MOVLW       212
0x1D0E	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x1D10	0xD011      	BRA         L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x1D12	0x0E80      	MOVLW       128
0x1D14	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
;__Lib_Lcd.c,193 :: 		
0x1D16	0xD00E      	BRA         L_Lcd_Out12
L_Lcd_Out11:
0x1D18	0x0102      	MOVLB       2
0x1D1A	0x51BA      	MOVF        FARG_Lcd_Out_row, 0, 1
0x1D1C	0x0A01      	XORLW       1
0x1D1E	0xE0EC      	BZ          L_Lcd_Out13
0x1D20	0x51BA      	MOVF        FARG_Lcd_Out_row, 0, 1
0x1D22	0x0A02      	XORLW       2
0x1D24	0xE0ED      	BZ          L_Lcd_Out14
0x1D26	0x51BA      	MOVF        FARG_Lcd_Out_row, 0, 1
0x1D28	0x0A03      	XORLW       3
0x1D2A	0xE0ED      	BZ          L_Lcd_Out15
0x1D2C	0x51BA      	MOVF        FARG_Lcd_Out_row, 0, 1
0x1D2E	0x0A04      	XORLW       4
0x1D30	0xE0ED      	BZ          L_Lcd_Out16
0x1D32	0xD7EF      	BRA         L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x1D34	0x05BB      	DECF        FARG_Lcd_Out_column, 0, 1
0x1D36	0x6E00      	MOVWF       R0 
0x1D38	0x51BA      	MOVF        FARG_Lcd_Out_row, 0, 1
0x1D3A	0x2600      	ADDWF       R0, 1 
0x1D3C	0xF2BAC000  	MOVFF       R0, FARG_Lcd_Out_row
;__Lib_Lcd.c,196 :: 		
0x1D40	0xF2D5C000  	MOVFF       R0, FARG_Lcd_Cmd_out_char
0x1D44	0xF002EC9B  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,197 :: 		
0x1D48	0x9160      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,198 :: 		
0x1D4A	0x0102      	MOVLB       2
0x1D4C	0x6BBE      	CLRF        Lcd_Out_i_L0, 1
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
0x1D4E	0x51BE      	MOVF        Lcd_Out_i_L0, 0, 1
0x1D50	0x25BC      	ADDWF       FARG_Lcd_Out_text, 0, 1
0x1D52	0x6EE9      	MOVWF       FSR0L 
0x1D54	0x0E00      	MOVLW       0
0x1D56	0x21BD      	ADDWFC      FARG_Lcd_Out_text+1, 0, 1
0x1D58	0x6EEA      	MOVWF       FSR0H 
0x1D5A	0x52EE      	MOVF        POSTINC0, 1 
0x1D5C	0xE00D      	BZ          L_Lcd_Out19
;__Lib_Lcd.c,200 :: 		
0x1D5E	0x51BE      	MOVF        Lcd_Out_i_L0, 0, 1
0x1D60	0x25BC      	ADDWF       FARG_Lcd_Out_text, 0, 1
0x1D62	0x6EE9      	MOVWF       FSR0L 
0x1D64	0x0E00      	MOVLW       0
0x1D66	0x21BD      	ADDWFC      FARG_Lcd_Out_text+1, 0, 1
0x1D68	0x6EEA      	MOVWF       FSR0H 
0x1D6A	0xF2D0CFEE  	MOVFF       POSTINC0, FARG_Lcd_Chr_CP_out_char
0x1D6E	0xF004ECF8  	CALL        _Lcd_Chr_CP, 0
0x1D72	0x0102      	MOVLB       2
0x1D74	0x2BBE      	INCF        Lcd_Out_i_L0, 1, 1
0x1D76	0xD7EB      	BRA         L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x1D78	0x0100      	MOVLB       0
0x1D7A	0x8160      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,202 :: 		
0x1D7C	0x0012      	RETURN      0
; end of _Lcd_Out
_Mmc_Fat_Rewrite:
;__Lib_MmcFat16.c,678 :: 		
;__Lib_MmcFat16.c,680 :: 		
0x1D7E	0x0EFF      	MOVLW       255
0x1D80	0x0102      	MOVLB       2
0x1D82	0x6FD0      	MOVWF       FARG___Lib_MmcFat16_Reset_Fat_Chain_first_cluster, 1
0x1D84	0xF006EC66  	CALL        __Lib_MmcFat16_Reset_Fat_Chain, 0
;__Lib_MmcFat16.c,682 :: 		
0x1D88	0x0102      	MOVLB       2
0x1D8A	0x6B7F      	CLRF        __Lib_MmcFat16_file_offset, 1
0x1D8C	0x6B80      	CLRF        __Lib_MmcFat16_file_offset+1, 1
0x1D8E	0x6B81      	CLRF        __Lib_MmcFat16_file_offset+2, 1
0x1D90	0x6B82      	CLRF        __Lib_MmcFat16_file_offset+3, 1
;__Lib_MmcFat16.c,683 :: 		
0x1D92	0x6B83      	CLRF        __Lib_MmcFat16_file_size_bytes, 1
0x1D94	0x6B84      	CLRF        __Lib_MmcFat16_file_size_bytes+1, 1
0x1D96	0x6B85      	CLRF        __Lib_MmcFat16_file_size_bytes+2, 1
0x1D98	0x6B86      	CLRF        __Lib_MmcFat16_file_size_bytes+3, 1
;__Lib_MmcFat16.c,684 :: 		
0x1D9A	0x6B7E      	CLRF        __Lib_MmcFat16_sectors_in_cur_cluster, 1
;__Lib_MmcFat16.c,685 :: 		
0x1D9C	0xF002EC83  	CALL        __Lib_MmcFat16_Set_File_Write_Cluster, 0
;__Lib_MmcFat16.c,686 :: 		
0x1DA0	0xF003EC50  	CALL        __Lib_MmcFat16_Set_File_Write_Sector, 0
;__Lib_MmcFat16.c,688 :: 		
0x1DA4	0x51AA      	MOVF        __Lib_MmcFat16_root_sector_pnt, 0, 1
0x1DA6	0x256F      	ADDWF       __Lib_MmcFat16_ROOT_START_SECTOR, 0, 1
0x1DA8	0x6FD6      	MOVWF       FARG_Mmc_Read_Sector_sector, 1
0x1DAA	0x51AB      	MOVF        __Lib_MmcFat16_root_sector_pnt+1, 0, 1
0x1DAC	0x2170      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+1, 0, 1
0x1DAE	0x6FD7      	MOVWF       FARG_Mmc_Read_Sector_sector+1, 1
0x1DB0	0x0E00      	MOVLW       0
0x1DB2	0x2171      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+2, 0, 1
0x1DB4	0x6FD8      	MOVWF       FARG_Mmc_Read_Sector_sector+2, 1
0x1DB6	0x0E00      	MOVLW       0
0x1DB8	0x2172      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+3, 0, 1
0x1DBA	0x6FD9      	MOVWF       FARG_Mmc_Read_Sector_sector+3, 1
0x1DBC	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1DBE	0x6FDA      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x1DC0	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1DC2	0x6FDB      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x1DC4	0xF000ECD8  	CALL        _Mmc_Read_Sector, 0
;__Lib_MmcFat16.c,689 :: 		
0x1DC8	0x0E1C      	MOVLW       28
0x1DCA	0x0102      	MOVLB       2
0x1DCC	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1DCE	0x6E00      	MOVWF       R0 
0x1DD0	0x0E00      	MOVLW       0
0x1DD2	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1DD4	0x6E01      	MOVWF       R1 
0x1DD6	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1DD8	0x2400      	ADDWF       R0, 0 
0x1DDA	0x6EE1      	MOVWF       FSR1L 
0x1DDC	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1DDE	0x2001      	ADDWFC      R1, 0 
0x1DE0	0x6EE2      	MOVWF       FSR1H 
0x1DE2	0x6AE6      	CLRF        POSTINC1 
;__Lib_MmcFat16.c,690 :: 		
0x1DE4	0x0E1D      	MOVLW       29
0x1DE6	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1DE8	0x6E00      	MOVWF       R0 
0x1DEA	0x0E00      	MOVLW       0
0x1DEC	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1DEE	0x6E01      	MOVWF       R1 
0x1DF0	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1DF2	0x2400      	ADDWF       R0, 0 
0x1DF4	0x6EE1      	MOVWF       FSR1L 
0x1DF6	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1DF8	0x2001      	ADDWFC      R1, 0 
0x1DFA	0x6EE2      	MOVWF       FSR1H 
0x1DFC	0x6AE6      	CLRF        POSTINC1 
;__Lib_MmcFat16.c,691 :: 		
0x1DFE	0x0E1E      	MOVLW       30
0x1E00	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1E02	0x6E00      	MOVWF       R0 
0x1E04	0x0E00      	MOVLW       0
0x1E06	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1E08	0x6E01      	MOVWF       R1 
0x1E0A	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1E0C	0x2400      	ADDWF       R0, 0 
0x1E0E	0x6EE1      	MOVWF       FSR1L 
0x1E10	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1E12	0x2001      	ADDWFC      R1, 0 
0x1E14	0x6EE2      	MOVWF       FSR1H 
0x1E16	0x6AE6      	CLRF        POSTINC1 
;__Lib_MmcFat16.c,692 :: 		
0x1E18	0x0E1F      	MOVLW       31
0x1E1A	0x25AE      	ADDWF       __Lib_MmcFat16_root_offset, 0, 1
0x1E1C	0x6E00      	MOVWF       R0 
0x1E1E	0x0E00      	MOVLW       0
0x1E20	0x21AF      	ADDWFC      __Lib_MmcFat16_root_offset+1, 0, 1
0x1E22	0x6E01      	MOVWF       R1 
0x1E24	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1E26	0x2400      	ADDWF       R0, 0 
0x1E28	0x6EE1      	MOVWF       FSR1L 
0x1E2A	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1E2C	0x2001      	ADDWFC      R1, 0 
0x1E2E	0x6EE2      	MOVWF       FSR1H 
0x1E30	0x6AE6      	CLRF        POSTINC1 
;__Lib_MmcFat16.c,693 :: 		
0x1E32	0x51AA      	MOVF        __Lib_MmcFat16_root_sector_pnt, 0, 1
0x1E34	0x256F      	ADDWF       __Lib_MmcFat16_ROOT_START_SECTOR, 0, 1
0x1E36	0x6FD6      	MOVWF       FARG_Mmc_Write_Sector_sector, 1
0x1E38	0x51AB      	MOVF        __Lib_MmcFat16_root_sector_pnt+1, 0, 1
0x1E3A	0x2170      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+1, 0, 1
0x1E3C	0x6FD7      	MOVWF       FARG_Mmc_Write_Sector_sector+1, 1
0x1E3E	0x0E00      	MOVLW       0
0x1E40	0x2171      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+2, 0, 1
0x1E42	0x6FD8      	MOVWF       FARG_Mmc_Write_Sector_sector+2, 1
0x1E44	0x0E00      	MOVLW       0
0x1E46	0x2172      	ADDWFC      __Lib_MmcFat16_ROOT_START_SECTOR+3, 0, 1
0x1E48	0x6FD9      	MOVWF       FARG_Mmc_Write_Sector_sector+3, 1
0x1E4A	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1E4C	0x6FDA      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x1E4E	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1E50	0x6FDB      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x1E52	0xF001EC5C  	CALL        _Mmc_Write_Sector, 0
;__Lib_MmcFat16.c,694 :: 		
0x1E56	0x0012      	RETURN      0
; end of _Mmc_Fat_Rewrite
_Mmc_Fat_Write:
;__Lib_MmcFat16.c,744 :: 		
;__Lib_MmcFat16.c,746 :: 		
;__Lib_MmcFat16.c,749 :: 		
0x1E58	0xF2D6C296  	MOVFF       __Lib_MmcFat16_file_write_sector, FARG_Mmc_Read_Sector_sector
0x1E5C	0xF2D7C297  	MOVFF       __Lib_MmcFat16_file_write_sector+1, FARG_Mmc_Read_Sector_sector+1
0x1E60	0xF2D8C298  	MOVFF       __Lib_MmcFat16_file_write_sector+2, FARG_Mmc_Read_Sector_sector+2
0x1E64	0xF2D9C299  	MOVFF       __Lib_MmcFat16_file_write_sector+3, FARG_Mmc_Read_Sector_sector+3
0x1E68	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1E6A	0x0102      	MOVLB       2
0x1E6C	0x6FDA      	MOVWF       FARG_Mmc_Read_Sector_dbuff, 1
0x1E6E	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1E70	0x6FDB      	MOVWF       FARG_Mmc_Read_Sector_dbuff+1, 1
0x1E72	0xF000ECD8  	CALL        _Mmc_Read_Sector, 0
;__Lib_MmcFat16.c,750 :: 		
0x1E76	0x0102      	MOVLB       2
0x1E78	0x6BBE      	CLRF        Mmc_Fat_Write_i_L0, 1
0x1E7A	0x6BBF      	CLRF        Mmc_Fat_Write_i_L0+1, 1
L_Mmc_Fat_Write112:
0x1E7C	0x51BD      	MOVF        FARG_Mmc_Fat_Write_data_len+1, 0, 1
0x1E7E	0x5DBF      	SUBWF       Mmc_Fat_Write_i_L0+1, 0, 1
0x1E80	0xE102      	BNZ         L__Mmc_Fat_Write262
0x1E82	0x51BC      	MOVF        FARG_Mmc_Fat_Write_data_len, 0, 1
0x1E84	0x5DBE      	SUBWF       Mmc_Fat_Write_i_L0, 0, 1
L__Mmc_Fat_Write262:
0x1E86	0xE257      	BC          L_Mmc_Fat_Write113
;__Lib_MmcFat16.c,751 :: 		
0x1E88	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1E8A	0x257F      	ADDWF       __Lib_MmcFat16_file_offset, 0, 1
0x1E8C	0x6EE1      	MOVWF       FSR1L 
0x1E8E	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1E90	0x2180      	ADDWFC      __Lib_MmcFat16_file_offset+1, 0, 1
0x1E92	0x6EE2      	MOVWF       FSR1H 
0x1E94	0x51BE      	MOVF        Mmc_Fat_Write_i_L0, 0, 1
0x1E96	0x25BA      	ADDWF       FARG_Mmc_Fat_Write_fdata, 0, 1
0x1E98	0x6EE9      	MOVWF       FSR0L 
0x1E9A	0x51BF      	MOVF        Mmc_Fat_Write_i_L0+1, 0, 1
0x1E9C	0x21BB      	ADDWFC      FARG_Mmc_Fat_Write_fdata+1, 0, 1
0x1E9E	0x6EEA      	MOVWF       FSR0H 
0x1EA0	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x1EA4	0x0E01      	MOVLW       1
0x1EA6	0x277F      	ADDWF       __Lib_MmcFat16_file_offset, 1, 1
0x1EA8	0x0E00      	MOVLW       0
0x1EAA	0x2380      	ADDWFC      __Lib_MmcFat16_file_offset+1, 1, 1
0x1EAC	0x2381      	ADDWFC      __Lib_MmcFat16_file_offset+2, 1, 1
0x1EAE	0x2382      	ADDWFC      __Lib_MmcFat16_file_offset+3, 1, 1
;__Lib_MmcFat16.c,753 :: 		
0x1EB0	0x0E00      	MOVLW       0
0x1EB2	0x6E00      	MOVWF       R0 
0x1EB4	0x1982      	XORWF       __Lib_MmcFat16_file_offset+3, 0, 1
0x1EB6	0xE10B      	BNZ         L__Mmc_Fat_Write263
0x1EB8	0x5000      	MOVF        R0, 0 
0x1EBA	0x1981      	XORWF       __Lib_MmcFat16_file_offset+2, 0, 1
0x1EBC	0xE108      	BNZ         L__Mmc_Fat_Write263
0x1EBE	0x0100      	MOVLB       0
0x1EC0	0x5168      	MOVF        __Lib_MmcFat16_BYTES_PER_SECTOR+1, 0, 1
0x1EC2	0x0102      	MOVLB       2
0x1EC4	0x1980      	XORWF       __Lib_MmcFat16_file_offset+1, 0, 1
0x1EC6	0xE103      	BNZ         L__Mmc_Fat_Write263
0x1EC8	0x517F      	MOVF        __Lib_MmcFat16_file_offset, 0, 1
0x1ECA	0x0100      	MOVLB       0
0x1ECC	0x1967      	XORWF       __Lib_MmcFat16_BYTES_PER_SECTOR, 0, 1
L__Mmc_Fat_Write263:
0x1ECE	0xE12F      	BNZ         L_Mmc_Fat_Write115
;__Lib_MmcFat16.c,754 :: 		
0x1ED0	0xF2D6C296  	MOVFF       __Lib_MmcFat16_file_write_sector, FARG_Mmc_Write_Sector_sector
0x1ED4	0xF2D7C297  	MOVFF       __Lib_MmcFat16_file_write_sector+1, FARG_Mmc_Write_Sector_sector+1
0x1ED8	0xF2D8C298  	MOVFF       __Lib_MmcFat16_file_write_sector+2, FARG_Mmc_Write_Sector_sector+2
0x1EDC	0xF2D9C299  	MOVFF       __Lib_MmcFat16_file_write_sector+3, FARG_Mmc_Write_Sector_sector+3
0x1EE0	0x0E6D      	MOVLW       __Lib_MmcFat16_data_
0x1EE2	0x0102      	MOVLB       2
0x1EE4	0x6FDA      	MOVWF       FARG_Mmc_Write_Sector_dbuff, 1
0x1EE6	0x0E00      	MOVLW       hi_addr(__Lib_MmcFat16_data_)
0x1EE8	0x6FDB      	MOVWF       FARG_Mmc_Write_Sector_dbuff+1, 1
0x1EEA	0xF001EC5C  	CALL        _Mmc_Write_Sector, 0
;__Lib_MmcFat16.c,755 :: 		
0x1EEE	0x0E01      	MOVLW       1
0x1EF0	0x0102      	MOVLB       2
0x1EF2	0x2796      	ADDWF       __Lib_MmcFat16_file_write_sector, 1, 1
0x1EF4	0x0E00      	MOVLW       0
0x1EF6	0x2397      	ADDWFC      __Lib_MmcFat16_file_write_sector+1, 1, 1
0x1EF8	0x2398      	ADDWFC      __Lib_MmcFat16_file_write_sector+2, 1, 1
0x1EFA	0x2399      	ADDWFC      __Lib_MmcFat16_file_write_sector+3, 1, 1
;__Lib_MmcFat16.c,756 :: 		
0x1EFC	0x6B7F      	CLRF        __Lib_MmcFat16_file_offset, 1
0x1EFE	0x6B80      	CLRF        __Lib_MmcFat16_file_offset+1, 1
0x1F00	0x6B81      	CLRF        __Lib_MmcFat16_file_offset+2, 1
0x1F02	0x6B82      	CLRF        __Lib_MmcFat16_file_offset+3, 1
;__Lib_MmcFat16.c,758 :: 		
0x1F04	0x2B7E      	INCF        __Lib_MmcFat16_sectors_in_cur_cluster, 1, 1
